UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],falha_real,conjunto,faixa_desgaste
5380,L,302.9,312.4,1446,41.7,196,0,treino,100-199 min
5381,L,302.8,312.3,1494,37.5,198,0,treino,100-199 min
5382,L,302.8,312.4,1651,27,200,0,treino,200+ min
5383,L,302.9,312.4,1698,33.8,202,0,treino,200+ min
5384,L,302.8,312.3,1504,40.3,204,0,teste,200+ min
5385,M,302.9,312.4,1421,46,206,0,treino,200+ min
5386,H,302.9,312.3,1754,26.9,209,0,treino,200+ min
5387,L,302.9,312.2,1469,42,214,0,validacao,200+ min
5388,L,302.8,312.2,1433,50,216,0,treino,200+ min
5389,M,302.8,312.3,1432,49,218,0,treino,200+ min
5390,L,302.8,312.3,1366,49.1,221,0,treino,200+ min
5391,H,302.8,312.3,1483,47.2,223,0,treino,200+ min
5392,L,302.7,312.2,1572,34.4,228,0,teste,200+ min
5393,L,302.8,312.2,1481,40.2,230,0,validacao,200+ min
5394,L,302.8,312.3,1473,42.6,232,0,treino,200+ min
5395,M,302.8,312.3,1262,70.5,234,1,treino,200+ min
5396,L,302.8,312.4,1529,36.8,237,0,validacao,200+ min
5397,L,302.8,312.4,1523,39.7,239,0,treino,200+ min
5398,M,302.8,312.3,1416,42.7,241,0,treino,200+ min
5399,L,302.9,312.4,1923,23.9,244,0,treino,200+ min
5400,H,302.8,312.4,1411,53.8,246,1,teste,200+ min
5401,L,302.7,312.4,1477,46.3,251,1,treino,200+ min
5402,M,302.6,312.3,1454,54.8,253,1,treino,200+ min
5403,L,302.7,312.3,1421,48.5,0,0,treino,0-99 min
5404,L,302.7,312.3,1858,25.4,2,0,teste,0-99 min
5405,H,302.8,312.5,1422,46.1,4,0,validacao,0-99 min
5406,L,302.7,312.4,1444,48.7,9,0,validacao,0-99 min
5407,L,302.7,312.4,1360,47.8,11,0,teste,0-99 min
5408,L,302.7,312.4,1954,24.8,13,0,treino,0-99 min
5409,L,302.6,312.4,1628,33,15,0,treino,0-99 min
5410,L,302.7,312.4,1433,44.2,17,0,treino,0-99 min
5411,M,302.7,312.5,1417,51.5,19,0,treino,0-99 min
5412,L,302.8,312.6,1462,39.4,22,0,treino,0-99 min
5413,L,302.9,312.6,1328,59.9,24,0,treino,0-99 min
5414,H,302.7,312.5,1527,36.4,26,0,treino,0-99 min
5415,L,302.6,312.3,1534,34.3,31,0,validacao,0-99 min
5416,M,302.6,312.4,1410,50.3,33,0,treino,0-99 min
5417,L,302.6,312.3,1660,30.3,36,0,treino,0-99 min
5418,L,302.6,312.4,1386,45.8,38,0,teste,0-99 min
5419,L,302.6,312.4,1398,41.6,40,0,treino,0-99 min
5420,L,302.6,312.3,1321,53.4,42,0,validacao,0-99 min
5421,L,302.6,312.3,1512,34.2,44,0,treino,0-99 min
5422,M,302.6,312.3,1566,36.6,46,0,treino,0-99 min
5423,M,302.7,312.4,1422,44.5,49,0,teste,0-99 min
5424,L,302.6,312.3,1647,31.8,52,0,teste,0-99 min
5425,L,302.6,312.2,1377,45.5,54,0,teste,0-99 min
5426,L,302.5,312.2,1775,27.9,56,0,treino,0-99 min
5427,L,302.6,312.3,1554,42,58,0,treino,0-99 min
5428,L,302.7,312.4,1423,51.9,60,0,teste,0-99 min
5429,L,302.7,312.4,1453,47.3,62,0,treino,0-99 min
5430,L,302.8,312.4,1590,34.4,64,0,treino,0-99 min
5431,L,302.8,312.5,1694,28.4,66,0,treino,0-99 min
5432,L,302.8,312.5,1462,43.4,68,0,treino,0-99 min
5433,L,302.8,312.4,1392,46.2,70,0,validacao,0-99 min
5434,L,302.9,312.5,1550,45.5,72,0,teste,0-99 min
5435,L,302.9,312.5,1629,30.4,74,0,treino,0-99 min
5436,M,303,312.5,1524,42.1,76,0,treino,0-99 min
5437,M,302.9,312.5,1679,30.9,79,0,teste,0-99 min
5438,M,302.9,312.6,1394,46.4,82,0,validacao,0-99 min
5439,L,302.9,312.5,1683,32.1,85,0,validacao,0-99 min
5440,L,303,312.5,1626,30.5,87,0,treino,0-99 min
5441,H,303,312.5,1698,30,89,0,treino,0-99 min
5442,M,303,312.6,1392,42.9,94,0,validacao,0-99 min
5443,L,303.1,312.7,1353,51.8,97,0,treino,0-99 min
5444,M,303,312.7,1426,46.8,99,0,treino,0-99 min
5445,L,303,312.7,2024,19.9,102,0,treino,100-199 min
5446,M,303,312.8,1648,32.1,104,0,treino,100-199 min
5447,L,303.1,312.9,1511,40.1,107,0,validacao,100-199 min
5448,L,303.1,312.8,1465,44.1,109,0,treino,100-199 min
5449,L,303,312.7,1551,41.8,111,0,teste,100-199 min
5450,L,303.1,312.8,2329,15.1,113,0,treino,100-199 min
5451,H,303.1,312.8,1435,41.9,115,0,validacao,100-199 min
5452,L,303,312.7,1361,48.8,120,0,treino,100-199 min
5453,M,303,312.7,1553,35.8,122,0,teste,100-199 min
5454,L,303,312.6,1451,42.1,125,0,teste,100-199 min
5455,L,303,312.5,1461,40.2,127,0,treino,100-199 min
5456,M,303.1,312.6,1895,23.5,129,0,treino,100-199 min
5457,M,303.1,312.6,1567,32.9,132,0,treino,100-199 min
5458,M,303,312.5,1602,33.7,135,0,treino,100-199 min
5459,L,303.1,312.6,1514,42.1,138,0,validacao,100-199 min
5460,L,303.1,312.5,1453,49.1,140,0,validacao,100-199 min
5461,M,303,312.4,1526,36.1,142,0,treino,100-199 min
5462,M,302.9,312.3,1339,52.1,145,0,treino,100-199 min
5463,L,302.9,312.3,1889,22.8,148,0,treino,100-199 min
5464,L,302.9,312.4,1561,34.8,150,0,treino,100-199 min
5465,M,302.9,312.4,1659,33.1,152,0,treino,100-199 min
5466,L,302.9,312.4,1424,49.5,155,0,treino,100-199 min
5467,M,302.9,312.3,1426,44.7,157,0,validacao,100-199 min
5468,L,302.9,312.4,1383,51.4,160,0,teste,100-199 min
5469,L,302.8,312.3,1764,29.9,162,0,treino,100-199 min
5470,M,302.7,312.2,1439,42.5,164,0,treino,100-199 min
5471,M,302.7,312.2,1585,35.5,167,0,treino,100-199 min
5472,L,302.7,312.3,1346,61.2,170,0,validacao,100-199 min
5473,L,302.8,312.3,1386,57.8,172,0,treino,100-199 min
5474,L,302.7,312.2,1369,51.8,174,0,validacao,100-199 min
5475,M,302.7,312.1,1378,46.9,176,0,validacao,100-199 min
5476,L,302.7,312.2,1336,46.8,179,0,treino,100-199 min
5477,M,302.6,312.1,1445,42,181,0,validacao,100-199 min
5478,L,302.7,312.1,1763,26.5,184,0,teste,100-199 min
5479,L,302.7,312.2,1611,34.1,186,0,teste,100-199 min
5480,M,302.7,312.1,1564,32.1,188,0,validacao,100-199 min
5481,H,302.7,312.1,1478,36,191,0,validacao,100-199 min
5482,L,302.6,312,1781,28.5,196,0,treino,100-199 min
5483,L,302.6,312.1,1782,26.8,198,0,teste,100-199 min
5484,M,302.6,312.1,2000,21.9,200,0,teste,200+ min
5485,M,302.5,312,1826,25.3,203,0,treino,200+ min
5486,L,302.6,312.1,1344,51,206,0,teste,200+ min
5487,L,302.6,312.2,1520,43,208,0,treino,200+ min
5488,M,302.6,312.1,1611,39.9,210,0,validacao,200+ min
5489,L,302.7,312.2,1450,52.1,213,1,treino,200+ min
5490,L,302.6,312.1,1499,35,215,0,teste,200+ min
5491,L,302.6,312.1,1288,68.5,0,1,treino,0-99 min
5492,M,302.7,312.2,1350,58.6,2,0,treino,0-99 min
5493,M,302.9,312.4,1334,50.9,5,0,treino,0-99 min
5494,L,302.8,312.4,1376,57.1,8,0,treino,0-99 min
5495,L,302.8,312.4,1368,49.5,10,0,treino,0-99 min
5496,H,302.9,312.5,1357,55,12,0,treino,0-99 min
5497,M,302.9,312.5,1924,24,17,0,teste,0-99 min
5498,M,302.9,312.5,1551,40,20,0,validacao,0-99 min
5499,M,302.9,312.5,1903,21.2,23,0,treino,0-99 min
5500,H,302.9,312.3,1417,48.7,26,0,teste,0-99 min
5501,L,302.7,312.1,1601,35.2,31,0,treino,0-99 min
5502,L,302.7,312.1,1543,37.5,33,0,validacao,0-99 min
5503,L,302.6,312.1,1439,52.3,35,0,validacao,0-99 min
5504,H,302.6,312,1657,29.3,37,0,teste,0-99 min
5505,L,302.8,312.2,1458,51,42,0,validacao,0-99 min
5506,L,302.8,312.2,1746,27.4,44,0,teste,0-99 min
5507,L,302.9,312.2,1677,30.5,46,0,treino,0-99 min
5508,L,302.8,312.1,1520,39.9,48,0,treino,0-99 min
5509,L,302.9,312.2,1367,55.1,50,0,validacao,0-99 min
5510,L,302.8,312.2,1509,36.5,52,0,validacao,0-99 min
5511,L,302.8,312.1,1418,51.4,54,0,treino,0-99 min
5512,L,302.8,312.1,1958,20.3,56,0,treino,0-99 min
5513,L,302.8,312.2,1682,30.9,58,0,treino,0-99 min
5514,M,302.8,312.2,1452,50.3,60,0,validacao,0-99 min
5515,L,302.7,312,1828,24,63,0,treino,0-99 min
5516,H,302.7,312,1484,41.5,65,0,validacao,0-99 min
5517,L,302.6,312,1674,32.2,70,0,validacao,0-99 min
5518,L,302.6,311.9,1448,49.5,72,0,validacao,0-99 min
5519,M,302.5,311.8,2023,19.1,74,0,treino,0-99 min
5520,L,302.5,311.9,1452,47.4,77,0,treino,0-99 min
5521,M,302.6,312,1496,45,79,0,treino,0-99 min
5522,L,302.6,311.9,1397,46.9,82,0,treino,0-99 min
5523,L,302.6,311.9,1453,39.1,84,0,teste,0-99 min
5524,M,302.5,311.9,1524,34.8,86,0,teste,0-99 min
5525,L,302.6,311.9,1633,30.9,89,0,treino,0-99 min
5526,M,302.6,312,1363,45.7,91,0,validacao,0-99 min
5527,L,302.5,311.9,1520,44.9,94,0,treino,0-99 min
5528,M,302.5,311.9,1532,38.8,96,0,teste,0-99 min
5529,L,302.4,311.8,1384,50.9,99,0,treino,0-99 min
5530,M,302.4,311.8,1539,39.9,101,0,treino,100-199 min
5531,M,302.3,311.8,1355,50.1,104,0,treino,100-199 min
5532,M,302.3,311.7,1504,37.3,107,0,treino,100-199 min
5533,L,302.4,311.8,1476,46.6,110,0,validacao,100-199 min
5534,L,302.4,311.7,1721,26.9,112,0,treino,100-199 min
5535,M,302.3,311.7,1494,37.1,114,0,teste,100-199 min
5536,L,302.3,311.7,1465,43.5,117,0,treino,100-199 min
5537,M,302.3,311.8,1363,54,119,1,treino,100-199 min
5538,L,302.4,311.8,1648,30,122,0,treino,100-199 min
5539,M,302.3,311.8,1879,23,124,0,treino,100-199 min
5540,H,302.3,311.7,1482,39,127,0,teste,100-199 min
5541,L,302.4,311.8,1493,38.4,132,0,treino,100-199 min
5542,L,302.4,311.8,1433,42.2,134,0,teste,100-199 min
5543,L,302.3,311.7,1400,41.6,136,0,treino,100-199 min
5544,L,302.4,311.8,1255,59,138,0,teste,100-199 min
5545,L,302.2,311.7,1471,45.6,140,0,treino,100-199 min
5546,H,302.2,311.6,1357,44.2,142,0,treino,100-199 min
5547,L,302.3,311.7,1453,41.2,147,0,validacao,100-199 min
5548,M,302.3,311.7,1540,28.9,149,0,teste,100-199 min
5549,L,302.3,311.8,1605,35.2,152,0,treino,100-199 min
5550,H,302.3,311.9,1374,52.4,154,0,teste,100-199 min
5551,M,302.3,311.9,1508,42.3,159,0,treino,100-199 min
5552,H,302.4,311.9,1366,47.3,162,0,treino,100-199 min
5553,H,302.5,312,1579,35.7,167,0,treino,100-199 min
5554,L,302.5,311.9,1306,59.7,172,0,teste,100-199 min
5555,M,302.5,312,1521,40.2,174,0,treino,100-199 min
5556,L,302.5,312,1411,44.2,177,0,validacao,100-199 min
5557,H,302.5,312,1357,42,179,0,validacao,100-199 min
5558,M,302.5,312,1436,43.5,184,0,validacao,100-199 min
5559,L,302.5,311.9,1553,40.1,187,0,treino,100-199 min
5560,M,302.5,312,1451,43.2,189,0,teste,100-199 min
5561,L,302.4,311.9,1541,37.9,192,0,treino,100-199 min
5562,M,302.3,311.7,1341,46.3,194,0,validacao,100-199 min
5563,L,302.3,311.7,1648,32.1,197,0,validacao,100-199 min
5564,M,302.3,311.7,1640,31.5,199,0,teste,100-199 min
5565,L,302.4,311.8,1416,46.1,202,0,treino,200+ min
5566,L,302.4,311.9,1671,29.9,204,0,treino,200+ min
5567,L,302.4,312,1457,45.5,206,0,treino,200+ min
5568,M,302.5,312,1445,54.8,0,0,teste,0-99 min
5569,L,302.5,312.1,1534,38.6,3,0,teste,0-99 min
5570,L,302.4,312,1508,36.9,5,0,treino,0-99 min
5571,M,302.4,312.1,1492,47.7,7,0,treino,0-99 min
5572,L,302.4,312,1562,37.9,10,0,treino,0-99 min
5573,L,302.4,312,1545,36.4,12,0,treino,0-99 min
5574,L,302.5,312.2,1738,25.3,14,0,treino,0-99 min
5575,L,302.4,312,1305,49.1,16,0,teste,0-99 min
5576,H,302.4,312,1477,39.7,18,0,validacao,0-99 min
5577,H,302.4,312,1457,43.4,23,0,validacao,0-99 min
5578,L,302.4,312.1,1455,40.4,28,0,validacao,0-99 min
5579,L,302.5,312.2,1574,38.7,30,0,treino,0-99 min
5580,L,302.6,312.2,1695,27.1,32,0,treino,0-99 min
5581,M,302.6,312.2,1458,38.8,34,0,treino,0-99 min
5582,M,302.5,312.1,1454,47.6,37,0,treino,0-99 min
5583,L,302.5,312,2052,18.9,40,0,teste,0-99 min
5584,L,302.5,312,1673,29.9,42,0,treino,0-99 min
5585,L,302.4,311.9,1578,29.9,44,0,treino,0-99 min
5586,M,302.5,312,1642,29.1,46,0,treino,0-99 min
5587,M,302.4,311.8,1557,31.5,49,0,treino,0-99 min
5588,L,302.5,311.9,1481,42.9,52,0,validacao,0-99 min
5589,M,302.5,311.8,1566,37.6,54,0,treino,0-99 min
5590,M,302.5,311.9,1298,57.5,57,0,validacao,0-99 min
5591,M,302.5,311.9,1340,59.4,60,0,teste,0-99 min
5592,L,302.5,312,1574,33.8,63,0,teste,0-99 min
5593,L,302.5,311.9,1437,46.7,65,0,treino,0-99 min
5594,L,302.6,311.9,1354,48,67,0,validacao,0-99 min
5595,L,302.6,311.9,1598,35.5,69,0,teste,0-99 min
5596,M,302.7,312,1944,21.4,71,0,treino,0-99 min
5597,M,302.7,312,1538,36.7,74,0,teste,0-99 min
5598,L,302.7,312,1501,37,77,0,validacao,0-99 min
5599,L,302.8,312.1,1441,52.1,79,0,treino,0-99 min
5600,M,302.7,312,1652,31,81,0,treino,0-99 min
5601,L,302.8,312.1,1487,36.6,84,0,teste,0-99 min
5602,L,302.9,312.2,1605,33.9,86,0,treino,0-99 min
5603,L,302.9,312.1,1334,54.7,88,0,treino,0-99 min
5604,L,302.9,312.2,1340,57.8,90,0,treino,0-99 min
5605,L,302.9,312.2,1513,37.8,92,0,treino,0-99 min
5606,L,302.9,312.2,1510,41.4,94,0,treino,0-99 min
5607,L,302.9,312.2,1729,23.6,96,0,treino,0-99 min
5608,M,302.9,312.2,1745,25.5,98,0,treino,0-99 min
5609,M,303.1,312.3,1623,31.6,101,0,treino,100-199 min
5610,M,303.1,312.4,1378,50.1,104,0,treino,100-199 min
5611,L,303.1,312.4,1407,41.2,107,0,validacao,100-199 min
5612,M,303,312.3,1674,29.5,109,0,treino,100-199 min
5613,L,303,312.3,1486,42.4,112,0,validacao,100-199 min
5614,M,303,312.3,1483,38.8,114,0,treino,100-199 min
5615,H,303,312.2,1624,28.8,117,0,validacao,100-199 min
5616,M,303,312.2,1257,71.3,122,1,treino,100-199 min
5617,L,303,312.3,1480,41.4,125,0,validacao,100-199 min
5618,L,303.1,312.4,1404,61.5,127,1,validacao,100-199 min
5619,M,303,312.4,1645,29.6,129,0,treino,100-199 min
5620,L,303,312.3,1932,21.9,132,0,treino,100-199 min
5621,L,303,312.3,1533,38.5,134,0,teste,100-199 min
5622,M,302.9,312.2,1292,54.4,136,0,validacao,100-199 min
5623,L,302.9,312.2,1571,40.6,139,0,treino,100-199 min
5624,L,302.9,312.3,1578,36.3,141,0,teste,100-199 min
5625,M,302.8,312.2,1469,36.9,143,0,validacao,100-199 min
5626,L,302.7,312.1,1728,24.4,146,0,validacao,100-199 min
5627,H,302.7,312.1,1603,32.5,148,0,validacao,100-199 min
5628,L,302.7,312.1,1597,39.8,153,0,validacao,100-199 min
5629,L,302.7,312.1,1688,32,155,0,validacao,100-199 min
5630,L,302.7,312.2,1405,51.4,157,0,treino,100-199 min
5631,M,302.8,312.2,1615,32.9,159,0,treino,100-199 min
5632,L,302.8,312.2,1515,36.8,162,0,treino,100-199 min
5633,L,302.7,312.2,1376,52.8,164,0,treino,100-199 min
5634,L,302.7,312.2,1447,47.5,166,0,teste,100-199 min
5635,M,302.6,312.2,1353,56.5,168,0,treino,100-199 min
5636,L,302.6,312.1,1502,47.3,171,0,treino,100-199 min
5637,L,302.6,312,1447,45.5,173,0,validacao,100-199 min
5638,M,302.5,312,1487,46.1,175,0,teste,100-199 min
5639,L,302.6,312.1,1519,38.1,178,0,validacao,100-199 min
5640,L,302.6,312.1,1668,28.7,180,0,treino,100-199 min
5641,L,302.6,312.1,1420,51.6,182,0,teste,100-199 min
5642,L,302.6,312.1,1473,37.3,184,0,treino,100-199 min
5643,L,302.5,312,1495,38.8,186,0,teste,100-199 min
5644,L,302.5,312,1574,42,188,0,teste,100-199 min
5645,L,302.5,312,1383,51.3,190,0,validacao,100-199 min
5646,M,302.5,312,1591,29.4,192,0,treino,100-199 min
5647,M,302.4,311.8,1644,37.2,195,0,treino,100-199 min
5648,H,302.5,311.8,2370,14.7,198,0,validacao,100-199 min
5649,L,302.5,311.9,1401,44.9,203,0,treino,200+ min
5650,M,302.5,311.9,1414,51.6,205,0,treino,200+ min
5651,L,302.5,312,1456,46.3,208,0,treino,200+ min
5652,M,302.5,312,1447,45.7,210,0,teste,200+ min
5653,L,302.4,311.8,1727,26.5,213,0,treino,200+ min
5654,L,302.4,311.7,1495,36.8,215,0,validacao,200+ min
5655,L,302.3,311.6,1544,34.3,0,0,treino,0-99 min
5656,L,302.3,311.5,1387,47.3,2,0,validacao,0-99 min
5657,M,302.3,311.5,1316,47.2,4,0,teste,0-99 min
5658,L,302.3,311.5,1794,26.1,7,0,treino,0-99 min
5659,M,302.2,311.4,1372,55.1,9,0,teste,0-99 min
5660,M,302.3,311.5,1674,30,12,0,treino,0-99 min
5661,L,302.2,311.4,1477,41.7,15,0,treino,0-99 min
5662,L,302.2,311.4,1397,53,17,0,treino,0-99 min
5663,L,302.2,311.5,1616,34,19,0,treino,0-99 min
5664,M,302.3,311.5,1530,42.3,21,0,teste,0-99 min
5665,M,302.2,311.4,1539,35.1,24,0,treino,0-99 min
5666,L,302.3,311.4,1845,21.9,27,0,teste,0-99 min
5667,L,302.2,311.4,1430,43.1,29,0,treino,0-99 min
5668,L,302.2,311.4,2080,19.2,31,0,treino,0-99 min
5669,M,302.2,311.4,1432,45.3,33,0,treino,0-99 min
5670,M,302.2,311.5,1479,39.5,36,0,treino,0-99 min
5671,L,302.2,311.5,1424,45.2,39,0,teste,0-99 min
5672,H,302.2,311.6,1534,37.2,41,0,treino,0-99 min
5673,H,302.1,311.6,1701,26.2,46,0,treino,0-99 min
5674,L,302.2,311.6,1462,50,51,0,teste,0-99 min
5675,M,302.2,311.7,1393,42.5,53,0,treino,0-99 min
5676,M,302.3,311.7,1453,42.5,56,0,validacao,0-99 min
5677,L,302.3,311.8,1565,37.8,59,0,validacao,0-99 min
5678,L,302.3,311.8,1281,51.7,61,0,validacao,0-99 min
5679,M,302.2,311.7,1584,36.2,63,0,validacao,0-99 min
5680,M,302.2,311.7,1466,49,66,0,teste,0-99 min
5681,M,302.2,311.6,1386,50.5,69,0,treino,0-99 min
5682,L,302.2,311.6,1383,44.3,72,0,treino,0-99 min
5683,H,302.3,311.6,1441,53.9,74,0,treino,0-99 min
5684,M,302.2,311.6,1592,37.7,79,0,validacao,0-99 min
5685,H,302.2,311.6,1594,36.8,82,0,treino,0-99 min
5686,L,302.2,311.5,1482,45.6,87,0,validacao,0-99 min
5687,L,302.2,311.6,1658,31.4,89,0,treino,0-99 min
5688,L,302.3,311.7,2170,18.2,91,0,treino,0-99 min
5689,M,302.3,311.7,1423,44.6,93,0,treino,0-99 min
5690,L,302.4,311.8,1543,31.1,96,0,treino,0-99 min
5691,L,302.3,311.8,1435,44.8,98,0,treino,0-99 min
5692,L,302.4,311.8,1320,56.4,100,0,validacao,100-199 min
5693,M,302.4,311.9,1313,55.7,102,0,teste,100-199 min
5694,M,302.4,311.8,1453,42.1,105,0,treino,100-199 min
5695,L,302.4,311.8,1508,45.7,108,0,treino,100-199 min
5696,L,302.4,311.8,1451,42,110,0,teste,100-199 min
5697,H,302.5,311.9,1595,34.6,112,0,treino,100-199 min
5698,L,302.5,311.9,1354,49.4,117,0,treino,100-199 min
5699,L,302.5,311.9,1265,59.8,119,0,treino,100-199 min
5700,L,302.4,311.9,1867,25.9,121,0,teste,100-199 min
5701,L,302.5,311.9,1497,41.6,123,0,teste,100-199 min
5702,M,302.5,311.9,1347,54.3,125,0,teste,100-199 min
5703,L,302.3,311.7,1544,43.2,128,0,validacao,100-199 min
5704,H,302.3,311.7,1456,45.4,130,0,teste,100-199 min
5705,L,302.5,311.8,1335,52.7,135,0,validacao,100-199 min
5706,L,302.4,311.9,1452,43.1,137,0,teste,100-199 min
5707,L,302.4,311.9,1290,70,139,1,teste,100-199 min
5708,L,302.4,311.8,1448,43.4,141,0,treino,100-199 min
5709,L,302.3,311.7,1611,38.6,143,0,validacao,100-199 min
5710,L,302.2,311.7,1556,38.6,145,0,validacao,100-199 min
5711,H,302.2,311.7,1413,46.5,147,0,treino,100-199 min
5712,L,302.2,311.6,1545,35.9,152,0,treino,100-199 min
5713,L,302.2,311.7,1330,54.6,154,0,treino,100-199 min
5714,L,302.2,311.9,1596,38,156,0,treino,100-199 min
5715,L,302.2,311.8,1618,36,158,0,teste,100-199 min
5716,H,302.2,311.9,1597,35.8,160,0,treino,100-199 min
5717,L,302.3,312,1354,52.2,165,0,treino,100-199 min
5718,L,302.3,312,1746,28.1,167,0,treino,100-199 min
5719,L,302.4,312,1621,32.5,169,0,treino,100-199 min
5720,L,302.3,312,1398,43.3,171,0,teste,100-199 min
5721,L,302.3,311.9,1434,51.9,173,0,treino,100-199 min
5722,M,302.3,311.8,1443,43.4,175,0,treino,100-199 min
5723,L,302.2,311.7,1488,44.6,178,0,treino,100-199 min
5724,M,302.3,311.8,1475,48,180,0,treino,100-199 min
5725,L,302.3,311.8,1433,50.3,183,0,treino,100-199 min
5726,M,302.3,311.8,1557,34.1,185,0,treino,100-199 min
5727,M,302.4,311.9,1398,50.1,188,0,teste,100-199 min
5728,M,302.3,311.8,1559,34.4,191,0,treino,100-199 min
5729,M,302.4,311.9,1422,46.4,194,0,teste,100-199 min
5730,M,302.3,311.8,1463,35.7,197,0,treino,100-199 min
5731,L,302.3,311.7,1793,25.3,200,0,treino,200+ min
5732,L,302.2,311.6,1872,20.4,202,0,treino,200+ min
5733,L,302.2,311.7,1412,44.5,204,0,teste,200+ min
5734,L,302.3,311.8,1487,43.2,206,0,validacao,200+ min
5735,L,302.3,311.8,1369,56.2,208,1,validacao,200+ min
5736,L,302.4,311.8,1673,30.1,210,0,treino,200+ min
5737,M,302.4,311.9,1439,36.6,212,0,treino,200+ min
5738,L,302.3,311.8,1574,42.8,215,0,validacao,200+ min
5739,L,302.3,311.7,1281,48.8,0,0,teste,0-99 min
5740,M,302.2,311.7,1653,31.4,2,0,treino,0-99 min
5741,M,302.3,311.7,1535,38.3,5,0,validacao,0-99 min
5742,M,302.3,311.7,1483,40.5,8,0,validacao,0-99 min
5743,L,302.3,311.7,1414,47,11,0,teste,0-99 min
5744,M,302.2,311.6,1379,42.9,13,0,treino,0-99 min
5745,H,302.2,311.5,1482,42.6,16,0,treino,0-99 min
5746,L,302.1,311.5,1987,20.1,21,0,treino,0-99 min
5747,M,302.1,311.5,1635,31.6,23,0,treino,0-99 min
5748,L,302.1,311.5,1533,39.4,26,0,teste,0-99 min
5749,M,302.2,311.7,1576,34,28,0,treino,0-99 min
5750,H,302.2,311.8,1330,62.4,31,0,treino,0-99 min
5751,L,302.2,311.8,1981,21.8,36,0,validacao,0-99 min
5752,H,302.3,311.8,1475,42.8,38,0,validacao,0-99 min
5753,H,302.3,311.8,1804,25,43,0,treino,0-99 min
5754,L,302.2,311.6,1416,54.1,48,0,treino,0-99 min
5755,L,302.1,311.5,1727,27.7,50,0,treino,0-99 min
5756,L,302.1,311.4,1391,49.2,52,0,treino,0-99 min
5757,M,302,311.5,1366,52.3,54,0,treino,0-99 min
5758,L,301.9,311.3,1366,55.6,57,0,treino,0-99 min
5759,L,301.9,311.3,1501,40.8,59,0,treino,0-99 min
5760,L,301.8,311.3,1551,35.8,61,0,treino,0-99 min
5761,M,301.9,311.3,1522,35.6,63,0,treino,0-99 min
5762,L,301.9,311.2,1369,49.8,66,0,treino,0-99 min
5763,L,301.8,311.2,1334,52.3,68,0,treino,0-99 min
5764,H,301.8,311.2,1451,39.4,70,0,treino,0-99 min
5765,L,301.7,311.2,1589,37.9,75,0,treino,0-99 min
5766,L,301.7,311.3,1708,30.5,77,0,treino,0-99 min
5767,M,301.7,311.2,1413,42.6,79,0,treino,0-99 min
5768,M,301.6,311.2,1415,46.5,82,0,treino,0-99 min
5769,L,301.7,311.3,1421,45.9,85,0,treino,0-99 min
5770,L,301.7,311.3,1348,51,87,0,treino,0-99 min
5771,L,301.6,311.2,1408,42.9,89,0,validacao,0-99 min
5772,L,301.6,311.2,1525,43.7,91,0,treino,0-99 min
5773,L,301.6,311.3,1706,29.9,93,0,validacao,0-99 min
5774,H,301.6,311.2,1395,46.8,95,0,treino,0-99 min
5775,L,301.5,311.1,1602,34.3,100,0,treino,100-199 min
5776,L,301.6,311.1,1907,21.5,102,0,treino,100-199 min
5777,L,301.6,311.1,1325,49.2,104,0,validacao,100-199 min
5778,L,301.6,311.1,1408,44.4,106,0,treino,100-199 min
5779,M,301.7,311.1,1489,41.4,108,0,validacao,100-199 min
5780,L,301.6,311.1,1680,29.2,111,0,treino,100-199 min
5781,L,301.7,311.2,1517,42.4,113,0,treino,100-199 min
5782,M,301.7,311.1,1618,36.7,115,0,treino,100-199 min
5783,L,301.7,311.1,1455,39.8,118,0,teste,100-199 min
5784,H,301.8,311.1,1543,36.4,120,0,validacao,100-199 min
5785,M,301.8,311.1,1399,41.8,125,0,validacao,100-199 min
5786,L,301.7,311.1,1469,37.2,128,0,treino,100-199 min
5787,L,301.7,311.2,1521,36.7,130,0,teste,100-199 min
5788,L,301.7,311.3,1584,38.8,132,0,teste,100-199 min
5789,L,301.8,311.5,1443,43.3,134,0,teste,100-199 min
5790,M,301.8,311.5,1416,49,136,0,validacao,100-199 min
5791,M,301.7,311.2,1563,34.5,139,0,treino,100-199 min
5792,M,301.8,311.3,1542,40.1,142,0,teste,100-199 min
5793,M,301.8,311.3,1624,31.6,145,0,treino,100-199 min
5794,L,301.8,311.3,1471,44.2,148,0,teste,100-199 min
5795,M,301.9,311.5,1492,40.8,150,0,validacao,100-199 min
5796,M,301.9,311.4,1465,39.9,153,0,teste,100-199 min
5797,L,301.7,311.1,1399,55.1,156,0,treino,100-199 min
5798,L,301.6,311,1431,42.6,158,0,validacao,100-199 min
5799,L,301.5,310.9,1600,39,160,0,validacao,100-199 min
5800,L,301.5,310.8,1593,34.5,162,0,treino,100-199 min
5801,L,301.5,310.9,1469,44.7,164,0,validacao,100-199 min
5802,L,301.5,310.8,1413,44.6,166,0,validacao,100-199 min
5803,L,301.4,310.8,1490,38,168,0,treino,100-199 min
5804,L,301.5,310.9,1671,31.1,170,0,treino,100-199 min
